SEASON,AGE_GRP,RPHO_REGION,WEEKENDING,MMWR_WEEK,MMWR_YEAR,COV_POSITIVES,COV_TOTAL_TESTS,COV_TP,COV_TP_LEVEL,FLU_POSITIVES,FLU_TOTAL_TESTS,FLU_TP,FLU_TP_LEVEL,RSV_POSITIVES,RSV_TOTAL_TESTS,RSV_TP,RSV_TP_LEVEL,FLU_A_TESTS,FLU_B_TESTS,COV_ED_VISITS,FLU_ED_VISITS,RSV_ED_VISITS,POP,COV_ADM,FLU_ADM,RSV_ADM,COV_ADM_RATE,FLU_ADM_RATE,RSV_ADM_RATE,COV_ADM_LEVEL,FLU_ADM_LEVEL,RSV_ADM_LEVEL,TOTAL_DEATHS,COV_DEATHS,FLU_DEATHS,RSV_DEATHS,COV_DEATHS_PER,FLU_DEATHS_PER,RSV_DEATHS_PER,SEASON_COV_PED_DEATHS,SEASON_FLU_PED_DEATHS,SEASON_RSV_PED_DEATHS
2023/2024,0-17 yrs,Southern California,07/15/2023,28,2023,159,3265,4.8698315467075037,Low,26,604,4.304600,Low,12,517,2.321100,Low,,,,,,,,,,,,,,,,11,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Los Angeles,07/22/2023,29,2023,1227,17667,6.9451519782645601,Low,48,1586,3.026500,Low,0,1185,0.000000,Very Low,,,,,,,,,,,,,,,,351,4,0,0,1.139601,0.000000,0.000000,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,07/29/2023,30,2023,325,4152,7.8275529865125248,Low,7,303,2.310200,Low,0,122,0.000000,Very Low,,,,,,,,,,,,,,,,16,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Southern California,07/29/2023,30,2023,749,6568,11.403775883069429,Moderate,30,2399,1.250500,Very Low,2,1196,0.167200,Very Low,,,,,,,,,,,,,,,,1295,24,0,0,1.853282,0.000000,0.000000,,,
2023/2024,0-17 yrs,Bay Area,08/05/2023,31,2023,352,6848,5.1401869158878499,Low,34,538,6.319700,Low,25,541,4.621100,Moderate,,,,,,,,,,,,,,,,14,1,0,0,7.142857,0.000000,0.000000,,,
2023/2024,>64 yrs,Bay Area,08/19/2023,33,2023,1171,10276,11.395484624367459,Moderate,15,1261,1.189500,Very Low,9,653,1.378300,Low,,,,,,,,,,,,,,,,830,25,0,0,3.012048,0.000000,0.000000,,,
2023/2024,0-17 yrs,Southern California,08/19/2023,33,2023,804,5188,15.497301464919044,High,38,2041,1.861800,Very Low,14,1445,0.968900,Very Low,,,,,,,,,,,,,,,,21,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Bay Area,08/26/2023,34,2023,1236,10129,12.202586632441506,Moderate,11,1178,0.933800,Very Low,6,637,0.941900,Very Low,,,,,,,,,,,,,,,,820,26,1,0,3.170732,0.121951,0.000000,,,
2023/2024,0-17 yrs,Central California,08/26/2023,34,2023,524,3565,14.698457223001402,High,14,1035,1.352700,Very Low,4,879,0.455100,Very Low,,,,,,,,,,,,,,,,19,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Bay Area,09/02/2023,35,2023,2595,28576,9.0810470324748032,Moderate,50,3466,1.442600,Very Low,10,1421,0.703700,Very Low,,,,,,,,,,,,,,,,224,1,0,0,0.446429,0.000000,0.000000,,,
2023/2024,0-17 yrs,Central California,09/02/2023,35,2023,543,3880,13.994845360824742,High,10,1155,0.865800,Very Low,2,1015,0.197000,Very Low,,,,,,,,,,,,,,,,12,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,0-17 yrs,Central California,09/16/2023,37,2023,251,3317,7.5670786855592409,Low,14,853,1.641300,Very Low,4,797,0.501900,Very Low,,,,,,,,,,,,,,,,6,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Central California,09/16/2023,37,2023,1000,10130,9.8716683119447186,Moderate,22,1266,1.737800,Very Low,1,963,0.103800,Very Low,,,,,,,,,,,,,,,,169,3,0,0,1.775148,0.000000,0.000000,,,
2023/2024,18-64 yrs,Los Angeles,09/16/2023,37,2023,2882,24393,11.814864920264011,Moderate,38,4836,0.785800,Very Low,10,1760,0.568200,Very Low,,,,,,,,,,,,,,,,322,3,0,0,0.931677,0.000000,0.000000,,,
2023/2024,>64 yrs,Southern California,09/16/2023,37,2023,1580,9382,16.840758900021317,High,24,4177,0.574600,Very Low,10,1839,0.543800,Very Low,,,,,,,,,,,,,,,,1312,44,0,0,3.353659,0.000000,0.000000,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,09/23/2023,38,2023,616,4628,13.31028522039758,High,17,825,2.060600,Low,2,315,0.634900,Very Low,,,,,,,,,,,,,,,,9,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,18-64 yrs,Los Angeles,09/23/2023,38,2023,2200,23162,9.4983162075813841,Moderate,41,5085,0.806300,Very Low,8,1976,0.404900,Very Low,,,,,,,,,,,,,,,,304,4,0,0,1.315789,0.000000,0.000000,,,
2023/2024,18-64 yrs,Bay Area,09/30/2023,39,2023,1462,28223,5.1801721999787409,Low,65,4704,1.381800,Very Low,28,1887,1.483800,Low,,,,,,,,,,,,,,,,214,7,0,0,3.271028,0.000000,0.000000,,,
2023/2024,18-64 yrs,Greater Sierra-Sacramento,09/30/2023,39,2023,521,4607,11.308877794660299,Moderate,26,887,2.931200,Low,2,381,0.524900,Very Low,,,,,,,,,,,,,,,,8,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,0-17 yrs,Los Angeles,09/30/2023,39,2023,264,4983,5.298013245033113,Low,35,2080,1.682700,Very Low,58,1209,4.797400,Moderate,,,,,,,,,,,,,,,,12,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,0-17 yrs,Rural North,07/08/2023,27,2023,8,139,5.755395683453238,Low,2,30,6.666700,Low,0,16,0.000000,Very Low,,,,,,,,,,,,,,,,1,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Bay Area,07/15/2023,28,2023,633,9351,6.7693294834777022,Low,22,494,4.453400,Low,2,546,0.366300,Very Low,,,,,,,,,,,,,,,,751,13,0,0,1.731025,0.000000,0.000000,,,
2023/2024,18-64 yrs,Rural North,07/15/2023,28,2023,46,637,7.2213500784929359,Low,0,89,0.000000,Very Low,0,28,0.000000,Very Low,,,,,,,,,,,,,,,,34,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Bay Area,07/22/2023,29,2023,744,9780,7.6073619631901845,Low,9,439,2.050100,Low,1,469,0.213200,Very Low,,,,,,,,,,,,,,,,795,15,0,1,1.886792,0.000000,0.125786,,,
2023/2024,18-64 yrs,Central California,07/22/2023,29,2023,484,11547,4.1915649086342777,Low,12,743,1.615100,Very Low,0,620,0.000000,Very Low,,,,,,,,,,,,,,,,182,1,0,0,0.549451,0.000000,0.000000,,,
2023/2024,18-64 yrs,Bay Area,07/29/2023,30,2023,1499,24453,6.1301271827587618,Low,46,1253,3.671200,Low,3,550,0.545500,Very Low,,,,,,,,,,,,,,,,230,4,0,0,1.739130,0.000000,0.000000,,,
2023/2024,>64 yrs,Greater Sierra-Sacramento,07/29/2023,30,2023,178,1820,9.780219780219781,Moderate,3,225,1.333300,Very Low,0,110,0.000000,Very Low,,,,,,,,,,,,,,,,51,0,0,0,0.000000,0.000000,0.000000,,,
2023/2024,>64 yrs,Bay Area,08/05/2023,31,2023,909,9869,9.2106596413010422,Moderate,18,731,2.462400,Low,1,469,0.213200,Very Low,,,,,,,,,,,,,,,,769,18,0,0,2.340702,0.000000,0.000000,,,
